scientific_name,family,genus,plant_rows,first_plant_id,chinese_name,source,note
Mentha dahurica,Lamiaceae,Mentha,1,1592,,TODO,
Mentha alaica,Lamiaceae,Mentha,1,1593,,TODO,
Meehania urticifolia,Lamiaceae,Meehania,1,1594,,TODO,
Mentha micrantha,Lamiaceae,Mentha,1,1595,,TODO,
Lamium flexuosum,Lamiaceae,Lamium,1,1596,,TODO,
Leptactina liebrechtsiana,Rubiaceae,Leptactina,1,1597,,TODO,
Anubias gigantea,Araceae,Anubias,1,1598,,TODO,
Antidesma japonicum,Phyllanthaceae,Antidesma,1,1599,,TODO,
Merrilliopanax alpinus,Araliaceae,Merrilliopanax,1,1600,,TODO,
Merrilliopanax listeri,Araliaceae,Merrilliopanax,1,1601,,TODO,
Merrilliopanax membranifolius,Araliaceae,Merrilliopanax,1,1602,,TODO,
Meryta brachypoda,Araliaceae,Meryta,1,1603,,TODO,
Ixora orohenensis,Rubiaceae,Ixora,1,1604,,TODO,
Meryta angustifolia,Araliaceae,Meryta,1,1605,,TODO,
Meryta macrophylla,Araliaceae,Meryta,1,1606,,TODO,
Meryta malietoa,Araliaceae,Meryta,1,1607,,TODO,
Meryta pauciflora,Araliaceae,Meryta,1,1608,,TODO,
Meryta sonchifolia,Araliaceae,Meryta,1,1609,,TODO,
Lyroglossa pubicaulis,Orchidaceae,Lyroglossa,1,1610,,TODO,
Mesadenella tonduzii,Orchidaceae,Mesadenella,1,1611,,TODO,
Mesadenus chiangii,Orchidaceae,Mesadenus,1,1612,,TODO,
Mesadenus lucayanus,Orchidaceae,Mesadenus,1,1613,,TODO,
Mesechites acuminatus,Apocynaceae,Mesechites,1,1614,,TODO,
Mesechites angustifolius,Apocynaceae,Mesechites,1,1615,,TODO,
Mesechites minimus,Apocynaceae,Mesechites,1,1616,,TODO,
Manihot carthagenensis,Euphorbiaceae,Manihot,1,1617,,TODO,
Aoranthe castaneofulva,Rubiaceae,Aoranthe,1,1618,,TODO,
Aoranthe annulata,Rubiaceae,Aoranthe,1,1619,,TODO,
Aoranthe nalaensis,Rubiaceae,Aoranthe,1,1620,,TODO,
Mesosphaerum diversifolium,Lamiaceae,Mesosphaerum,1,1621,,TODO,
Mandevilla bracteata,Apocynaceae,Mandevilla,1,1622,,TODO,
Mesosphaerum pectinatum,Lamiaceae,Mesosphaerum,1,1623,,TODO,
Metapanax davidii,Araliaceae,Metapanax,1,1624,,TODO,
Melaleuca viridiflora,Myrtaceae,Melaleuca,1,1625,,TODO,
Metrosideros boninensis,Myrtaceae,Metrosideros,1,1626,,TODO,
Metrosideros bartlettii,Myrtaceae,Metrosideros,1,1627,,TODO,
Metrosideros collina,Myrtaceae,Metrosideros,1,1628,,TODO,
Metrosideros cordata,Myrtaceae,Metrosideros,1,1629,,TODO,
Metrosideros diffusa,Myrtaceae,Metrosideros,1,1630,,TODO,
Metrosideros dolichandra,Myrtaceae,Metrosideros,1,1631,,TODO,
Ixora collina,Rubiaceae,Ixora,1,1632,,TODO,
Metrosideros halconensis,Myrtaceae,Metrosideros,1,1633,,TODO,
Metrosideros carminea,Myrtaceae,Metrosideros,1,1634,,TODO,
Melaleuca gnidioides,Myrtaceae,Melaleuca,1,1635,,TODO,
Metrosideros microphylla,Myrtaceae,Metrosideros,1,1636,,TODO,
Metrosideros ovata,Myrtaceae,Metrosideros,1,1637,,TODO,
Melaleuca cheelii,Myrtaceae,Melaleuca,1,1638,,TODO,
Metrosideros perforata,Myrtaceae,Metrosideros,1,1639,,TODO,
Metrosideros stipularis,Myrtaceae,Metrosideros,1,1640,,TODO,
Metrosideros tremuloides,Myrtaceae,Metrosideros,1,1641,,TODO,
Metroxylon salomonense,Arecaceae,Metroxylon,1,1642,,TODO,
Metroxylon amicarum,Arecaceae,Metroxylon,1,1643,,TODO,
Metroxylon warburgii,Arecaceae,Metroxylon,1,1644,,TODO,
Mexipedium xerophyticum,Orchidaceae,Mexipedium,1,1645,,TODO,
Meyna grisea,Rubiaceae,Meyna,1,1646,,TODO,
Meyna pubescens,Rubiaceae,Meyna,1,1647,,TODO,
Meyna tetraphylla,Rubiaceae,Meyna,1,1648,,TODO,
Micrandra gleasoniana,Euphorbiaceae,Micrandra,1,1649,,TODO,
Aphandra natalia,Arecaceae,Aphandra,1,1650,,TODO,
Micrandra spruceana,Euphorbiaceae,Micrandra,1,1651,,TODO,
Micrandra sprucei,Euphorbiaceae,Micrandra,1,1652,,TODO,
Micrandropsis scleroxylon,Euphorbiaceae,Micrandropsis,1,1653,,TODO,
Lasianthus burmanicus,Rubiaceae,Lasianthus,1,1654,,TODO,
Melodinus tenuicaudatus,Apocynaceae,Melodinus,1,1655,,TODO,
Microchilus hirtellus,Orchidaceae,Microchilus,1,1656,,TODO,
Microchilus debilis,Orchidaceae,Microchilus,1,1657,,TODO,
Microchilus foliosus,Orchidaceae,Microchilus,1,1658,,TODO,
Microchilus plantagineus,Orchidaceae,Microchilus,1,1659,,TODO,
Micrococca capensis,Euphorbiaceae,Micrococca,1,1660,,TODO,
Micrococca holstii,Euphorbiaceae,Micrococca,1,1661,,TODO,
Micrococca beddomei,Euphorbiaceae,Micrococca,1,1662,,TODO,
Microcoelia aphylla,Orchidaceae,Microcoelia,1,1663,,TODO,
Microcoelia bispiculata,Orchidaceae,Microcoelia,1,1664,,TODO,
Malaxis maclaudii,Orchidaceae,Malaxis,1,1665,,TODO,
Microcoelia gilpiniae,Orchidaceae,Microcoelia,1,1666,,TODO,
Microcoelia globulosa,Orchidaceae,Microcoelia,1,1667,,TODO,
Acalypha abingdonii,Euphorbiaceae,Acalypha,1,1668,,TODO,
Liparis letouzeyana,Orchidaceae,Liparis,1,1669,,TODO,
Microcoelia deflexicalcarata,Orchidaceae,Microcoelia,1,1670,,TODO,
Microcoelia leptostele,Orchidaceae,Microcoelia,1,1671,,TODO,
Malaxis atrorubra,Orchidaceae,Malaxis,1,1672,,TODO,
Liparis ascendens,Orchidaceae,Liparis,1,1673,,TODO,
Microcoelia megalorrhiza,Orchidaceae,Microcoelia,1,1674,,TODO,
Microcoelia caespitosa,Orchidaceae,Microcoelia,1,1675,,TODO,
Microcorys cephalantha,Lamiaceae,Microcorys,1,1676,,TODO,
Microcorys capitata,Lamiaceae,Microcorys,1,1677,,TODO,
Mentha cunninghamii,Lamiaceae,Mentha,1,1678,,TODO,
Microdesmis afrodecandra,Pandaceae,Microdesmis,1,1679,,TODO,
Micromeria arganietorum,Lamiaceae,Micromeria,1,1680,,TODO,
Lavandula buchii,Lamiaceae,Lavandula,1,1681,,TODO,
Micromeria biflora,Lamiaceae,Micromeria,1,1682,,TODO,
Lavandula sublepidota,Lamiaceae,Lavandula,1,1683,,TODO,
Micromeria conferta,Lamiaceae,Micromeria,1,1684,,TODO,
Micromeria cristata,Lamiaceae,Micromeria,1,1685,,TODO,
Micromeria croatica,Lamiaceae,Micromeria,1,1686,,TODO,
Marrubium alyssoides,Lamiaceae,Marrubium,1,1687,,TODO,
Micromeria ericifolia,Lamiaceae,Micromeria,1,1688,,TODO,
Micromeria guichardii,Lamiaceae,Micromeria,1,1689,,TODO,
Micromeria hochreutineri,Lamiaceae,Micromeria,1,1690,,TODO,
Micromeria graeca,Lamiaceae,Micromeria,1,1691,,TODO,
Lavandula maroccana,Lamiaceae,Lavandula,1,1692,,TODO,
Micromeria lanata,Lamiaceae,Micromeria,1,1693,,TODO,
Micromeria leucantha,Lamiaceae,Micromeria,1,1694,,TODO,
Micromeria marginata,Lamiaceae,Micromeria,1,1695,,TODO,
Micromeria microphylla,Lamiaceae,Micromeria,1,1696,,TODO,
Micromeria monantha,Lamiaceae,Micromeria,1,1697,,TODO,
Micromeria inodora,Lamiaceae,Micromeria,1,1698,,TODO,
Micromeria rodriguezii,Lamiaceae,Micromeria,1,1699,,TODO,
Micromeria teneriffae,Lamiaceae,Micromeria,1,1700,,TODO,
Micromeria tenuis,Lamiaceae,Micromeria,1,1701,,TODO,
Jatropha gallabatensis,Euphorbiaceae,Jatropha,1,1702,,TODO,
Micromeria peltieri,Lamiaceae,Micromeria,1,1703,,TODO,
Micromyrtus albicans,Myrtaceae,Micromyrtus,1,1704,,TODO,
Kunzea ambigua,Myrtaceae,Kunzea,1,1705,,TODO,
Liparis coelogynoides,Orchidaceae,Liparis,1,1706,,TODO,
Homoranthus croftianus,Myrtaceae,Homoranthus,1,1707,,TODO,
Micromyrtus helmsii,Myrtaceae,Micromyrtus,1,1708,,TODO,
Micromyrtus stenocalyx,Myrtaceae,Micromyrtus,1,1709,,TODO,
Micropera draco,Orchidaceae,Micropera,1,1710,,TODO,
Maxillaria ruberrima,Orchidaceae,Maxillaria,1,1711,,TODO,
Micropera mannii,Orchidaceae,Micropera,1,1712,,TODO,
Micropera obtusa,Orchidaceae,Micropera,1,1713,,TODO,
Micropera pallida,Orchidaceae,Micropera,1,1714,,TODO,
Micropera costulata,Orchidaceae,Micropera,1,1715,,TODO,
Micropera thailandica,Orchidaceae,Micropera,1,1716,,TODO,
Micropera uncinata,Orchidaceae,Micropera,1,1717,,TODO,
Hymenorchis vanoverberghii,Orchidaceae,Hymenorchis,1,1718,,TODO,
Micropholis cylindrocarpa,Sapotaceae,Micropholis,1,1719,,TODO,
Micropholis egensis,Sapotaceae,Micropholis,1,1720,,TODO,
Micropholis gnaphaloclados,Sapotaceae,Micropholis,1,1721,,TODO,
Micropholis macrophylla,Sapotaceae,Micropholis,1,1722,,TODO,
Micropholis madeirensis,Sapotaceae,Micropholis,1,1723,,TODO,
Micropholis porphyrocarpa,Sapotaceae,Micropholis,1,1724,,TODO,
Micropholis acutangula,Sapotaceae,Micropholis,1,1725,,TODO,
Micropholis retusa,Sapotaceae,Micropholis,1,1726,,TODO,
Micropholis rugosa,Sapotaceae,Micropholis,1,1727,,TODO,
Aphyllorchis anomala,Orchidaceae,Aphyllorchis,1,1728,,TODO,
Micropholis splendens,Sapotaceae,Micropholis,1,1729,,TODO,
Micropholis spectabilis,Sapotaceae,Micropholis,1,1730,,TODO,
Micropholis crassipedicellata,Sapotaceae,Micropholis,1,1731,,TODO,
Microphysa elongata,Rubiaceae,Microphysa,1,1732,,TODO,
Anoectochilus integrilabris,Orchidaceae,Anoectochilus,1,1733,,TODO,
Microstachys acetosella,Euphorbiaceae,Microstachys,1,1734,,TODO,
Microstachys corniculata,Euphorbiaceae,Microstachys,1,1735,,TODO,
Microstachys dalzielii,Euphorbiaceae,Microstachys,1,1736,,TODO,
Microstachys ditassoides,Euphorbiaceae,Microstachys,1,1737,,TODO,
Microstachys faradianensis,Euphorbiaceae,Microstachys,1,1738,,TODO,
Microstachys daphnoides,Euphorbiaceae,Microstachys,1,1739,,TODO,
Microstachys nummulariifolia,Euphorbiaceae,Microstachys,1,1740,,TODO,
Microstachys revoluta,Euphorbiaceae,Microstachys,1,1741,,TODO,
Aplectrum hyemale,Orchidaceae,Aplectrum,1,1742,,TODO,
Microthelys intagana,Orchidaceae,Microthelys,1,1743,,TODO,
Microthelys constricta,Orchidaceae,Microthelys,1,1744,,TODO,
Microtis eremaea,Orchidaceae,Microtis,1,1745,,TODO,
Mediocalcar papuanum,Orchidaceae,Mediocalcar,1,1746,,TODO,
Microtis unifolia,Orchidaceae,Microtis,1,1747,,TODO,
Microtoena insuavis,Lamiaceae,Microtoena,1,1748,,TODO,
Microtoena megacalyx,Lamiaceae,Microtoena,1,1749,,TODO,
Microtoena patchoulii,Lamiaceae,Microtoena,1,1750,,TODO,
Microtoena nepalensis,Lamiaceae,Microtoena,1,1751,,TODO,
Lycaste cruenta,Orchidaceae,Lycaste,1,1752,,TODO,
Miltoniopsis roezlii,Orchidaceae,Miltoniopsis,1,1753,,TODO,
Miltoniopsis vexillaria,Orchidaceae,Miltoniopsis,1,1754,,TODO,
Mimusops acutifolia,Sapotaceae,Mimusops,1,1755,,TODO,
Mimusops balata,Sapotaceae,Mimusops,1,1756,,TODO,
Mimusops kummel,Sapotaceae,Mimusops,1,1757,,TODO,
Mimusops laurifolia,Sapotaceae,Mimusops,1,1758,,TODO,
Manilkara longifolia,Sapotaceae,Manilkara,1,1759,,TODO,
Minthostachys andina,Lamiaceae,Minthostachys,1,1760,,TODO,
Minthostachys verticillata,Lamiaceae,Minthostachys,1,1761,,TODO,
Lycopus asper,Lamiaceae,Lycopus,1,1762,,TODO,
Lasianthus bahorucanus,Rubiaceae,Lasianthus,1,1763,,TODO,
Malanea centralis,Rubiaceae,Malanea,1,1764,,TODO,
Mitracarpus brasiliensis,Rubiaceae,Mitracarpus,1,1765,,TODO,
Mitracarpus brevis,Rubiaceae,Mitracarpus,1,1766,,TODO,
Manihot marajoara,Euphorbiaceae,Manihot,1,1767,,TODO,
Mitracarpus fischeri,Rubiaceae,Mitracarpus,1,1768,,TODO,
Leucocroton revolutus,Euphorbiaceae,Leucocroton,1,1769,,TODO,
Mitracarpus squarrosus,Rubiaceae,Mitracarpus,1,1770,,TODO,
Mitragyna diversifolia,Rubiaceae,Mitragyna,1,1771,,TODO,
Mitragyna parvifolia,Rubiaceae,Mitragyna,1,1772,,TODO,
Mitragyna rubrostipulata,Rubiaceae,Mitragyna,1,1773,,TODO,
Mitragyna tubulosa,Rubiaceae,Mitragyna,1,1774,,TODO,
Mitriostigma barteri,Rubiaceae,Mitriostigma,1,1775,,TODO,
Mandevilla hypoleuca,Apocynaceae,Mandevilla,1,1776,,TODO,
Molongum lucidum,Apocynaceae,Molongum,1,1777,,TODO,
Monarda maritima,Lamiaceae,Monarda,1,1778,,TODO,
Lagochilus pungens,Lamiaceae,Lagochilus,1,1779,,TODO,
Lantana depressa,Verbenaceae,Lantana,1,1780,,TODO,
Malaxis steyermarkii,Orchidaceae,Malaxis,1,1781,,TODO,
Monardella beneolens,Lamiaceae,Monardella,1,1782,,TODO,
Monardella follettii,Lamiaceae,Monardella,1,1783,,TODO,
Jatropha decipiens,Euphorbiaceae,Jatropha,1,1784,,TODO,
Monardella stebbinsii,Lamiaceae,Monardella,1,1785,,TODO,
Monotaxis bracteata,Euphorbiaceae,Monotaxis,1,1786,,TODO,
Anthurium bradeanum,Araceae,Anthurium,1,1787,,TODO,
Monstera costaricensis,Araceae,Monstera,1,1788,,TODO,
Monstera dissecta,Araceae,Monstera,1,1789,,TODO,
Monstera dubia,Araceae,Monstera,1,1790,,TODO,
Monstera punctulata,Araceae,Monstera,1,1791,,TODO,
Acalypha tacanensis,Euphorbiaceae,Acalypha,1,1792,,TODO,
Montrichardia linifera,Araceae,Montrichardia,1,1793,,TODO,
Morinda angolensis,Rubiaceae,Morinda,1,1794,,TODO,
Morinda chrysorhiza,Rubiaceae,Morinda,1,1795,,TODO,
Anoectochilus pectinatus,Orchidaceae,Anoectochilus,1,1796,,TODO,
Morinda morindoides,Rubiaceae,Morinda,1,1797,,TODO,
Morinda longissima,Rubiaceae,Morinda,1,1798,,TODO,
Mormodes aurea,Orchidaceae,Mormodes,1,1799,,TODO,
Mormodes badia,Orchidaceae,Mormodes,1,1800,,TODO,
Huntleya fasciata,Orchidaceae,Huntleya,1,1801,,TODO,
Mormodes auriculata,Orchidaceae,Mormodes,1,1802,,TODO,
Mormodes guentheriana,Orchidaceae,Mormodes,1,1803,,TODO,
Mormodes convoluta,Orchidaceae,Mormodes,1,1804,,TODO,
Mormodes hoehnei,Orchidaceae,Mormodes,1,1805,,TODO,
Mormodes maculata,Orchidaceae,Mormodes,1,1806,,TODO,
Mormodes oestlundiana,Orchidaceae,Mormodes,1,1807,,TODO,
Mormodes carnevaliana,Orchidaceae,Mormodes,1,1808,,TODO,
Mormodes pabstiana,Orchidaceae,Mormodes,1,1809,,TODO,
Mormodes paraensis,Orchidaceae,Mormodes,1,1810,,TODO,
Mormodes oceloteoides,Orchidaceae,Mormodes,1,1811,,TODO,
Mormodes speciosa,Orchidaceae,Mormodes,1,1812,,TODO,
Mormodes theiochlora,Orchidaceae,Mormodes,1,1813,,TODO,
Acalypha subterranea,Euphorbiaceae,Acalypha,1,1814,,TODO,
Mosiera acunae,Myrtaceae,Mosiera,1,1815,,TODO,
Mosiera araneosa,Myrtaceae,Mosiera,1,1816,,TODO,
Mosiera elliptica,Myrtaceae,Mosiera,1,1817,,TODO,
Mosiera longipes,Myrtaceae,Mosiera,1,1818,,TODO,
Mosiera del-riscoi,Myrtaceae,Mosiera,1,1819,,TODO,
Mosiera bullata,Myrtaceae,Mosiera,1,1820,,TODO,
Mosiera munizii,Myrtaceae,Mosiera,1,1821,,TODO,
Mosla dianthera,Lamiaceae,Mosla,1,1822,,TODO,
Mosla japonica,Lamiaceae,Mosla,1,1823,日本香薷,MANUAL,
Mosla longibracteata,Lamiaceae,Mosla,1,1824,,TODO,
Mosla exfoliata,Lamiaceae,Mosla,1,1825,,TODO,
Mosla scabra,Lamiaceae,Mosla,1,1826,,TODO,
Mosla hangchouensis,Lamiaceae,Mosla,1,1827,,TODO,
Mosla tamdaoensis,Lamiaceae,Mosla,1,1828,,TODO,
Moultonianthus leembruggianus,Euphorbiaceae,Moultonianthus,1,1829,,TODO,
Mouretia inaequalis,Rubiaceae,Mouretia,1,1830,,TODO,
Mouretia larsenii,Rubiaceae,Mouretia,1,1831,,TODO,
Mucoa duckei,Apocynaceae,Mucoa,1,1832,,TODO,
Multidentia castanea,Rubiaceae,Multidentia,1,1833,,TODO,
Multidentia concrescens,Rubiaceae,Multidentia,1,1834,,TODO,
Multidentia crassa,Rubiaceae,Multidentia,1,1835,,TODO,
Multidentia fanshawei,Rubiaceae,Multidentia,1,1836,,TODO,
Aporostylis bifolia,Orchidaceae,Aporostylis,1,1837,,TODO,
Hyperacanthus microphyllus,Rubiaceae,Hyperacanthus,1,1838,,TODO,
Ixora cumingiana,Rubiaceae,Ixora,1,1839,,TODO,
Mussaenda borbonica,Rubiaceae,Mussaenda,1,1840,,TODO,
Hyphaene guineensis,Arecaceae,Hyphaene,1,1841,,TODO,
Melodinus fusiformis,Apocynaceae,Melodinus,1,1842,,TODO,
Mussaenda glabrata,Rubiaceae,Mussaenda,1,1843,,TODO,
Mussaenda intuspilosa,Rubiaceae,Mussaenda,1,1844,,TODO,
Morinda titanophylla,Rubiaceae,Morinda,1,1845,,TODO,
Ixora bauchiensis,Rubiaceae,Ixora,1,1846,,TODO,
Mussaenda antiloga,Rubiaceae,Mussaenda,1,1847,,TODO,
Mussaenda maingayi,Rubiaceae,Mussaenda,1,1848,,TODO,
Mussaenda chingii,Rubiaceae,Mussaenda,1,1849,,TODO,
Maesobotrya bertramiana,Phyllanthaceae,Maesobotrya,1,1850,,TODO,
Mussaenda theifera,Rubiaceae,Mussaenda,1,1851,,TODO,
Mycaranthes hawkesii,Orchidaceae,Mycaranthes,1,1852,,TODO,
Mycaranthes citrina,Orchidaceae,Mycaranthes,1,1853,,TODO,
Mycaranthes leucotricha,Orchidaceae,Mycaranthes,1,1854,,TODO,
Mycaranthes nieuwenhuisii,Orchidaceae,Mycaranthes,1,1855,,TODO,
Mycaranthes tricuspidata,Orchidaceae,Mycaranthes,1,1856,,TODO,
Mycetia fasciculata,Rubiaceae,Mycetia,1,1857,,TODO,
Mycetia javanica,Rubiaceae,Mycetia,1,1858,,TODO,
Mycetia macrocarpa,Rubiaceae,Mycetia,1,1859,,TODO,
Mycetia malayana,Rubiaceae,Mycetia,1,1860,,TODO,
Mycetia holotricha,Rubiaceae,Mycetia,1,1861,,TODO,
Mycetia ovatistipulata,Rubiaceae,Mycetia,1,1862,,TODO,
Mycetia sinensis,Rubiaceae,Mycetia,1,1863,中国腺萼木,MANUAL,REVIEW_HIGH: likely CN-relevant epithet; GBIF_CJK_0; MANUAL_REVIEW_HIGH_OK; reviewer=系统管理员; reviewed_at=2026-03-29; review_note=sinensis=中国
Myodocarpus gracilis,Myodocarpaceae,Myodocarpus,1,1864,,TODO,
Myodocarpus crassifolius,Myodocarpaceae,Myodocarpus,1,1865,,TODO,
Myodocarpus lanceolatus,Myodocarpaceae,Myodocarpus,1,1866,,TODO,
Masdevallia pachysepala,Orchidaceae,Masdevallia,1,1867,,TODO,
Myoxanthus affinis,Orchidaceae,Myoxanthus,1,1868,,TODO,
Myoxanthus chloe,Orchidaceae,Myoxanthus,1,1869,,TODO,
Myoxanthus frutex,Orchidaceae,Myoxanthus,1,1870,,TODO,
Lepanthopsis obliquipetala,Orchidaceae,Lepanthopsis,1,1871,,TODO,
Lepanthopsis apoda,Orchidaceae,Lepanthopsis,1,1872,,TODO,
Myoxanthus lonchophyllus,Orchidaceae,Myoxanthus,1,1873,,TODO,
Myoxanthus reymondii,Orchidaceae,Myoxanthus,1,1874,,TODO,
Myoxanthus parvilabius,Orchidaceae,Myoxanthus,1,1875,,TODO,
Myrceugenia bracteosa,Myrtaceae,Myrceugenia,1,1876,,TODO,
Mosiera ehrenbergii,Myrtaceae,Mosiera,1,1877,,TODO,
Myrceugenia glaucescens,Myrtaceae,Myrceugenia,1,1878,,TODO,
Myrceugenia gertii,Myrtaceae,Myrceugenia,1,1879,,TODO,
Myrceugenia brevipedicellata,Myrtaceae,Myrceugenia,1,1880,,TODO,
Myrceugenia lanceolata,Myrtaceae,Myrceugenia,1,1881,,TODO,
Myrceugenia miersiana,Myrtaceae,Myrceugenia,1,1882,,TODO,
Myrceugenia exsucca,Myrtaceae,Myrceugenia,1,1883,,TODO,
Myrceugenia leptospermoides,Myrtaceae,Myrceugenia,1,1884,,TODO,
Myrceugenia pinifolia,Myrtaceae,Myrceugenia,1,1885,,TODO,
Myrceugenia kleinii,Myrtaceae,Myrceugenia,1,1886,,TODO,
Myrceugenia rufa,Myrtaceae,Myrceugenia,1,1887,,TODO,
Myrceugenia scutellata,Myrtaceae,Myrceugenia,1,1888,,TODO,
Myrceugenia acutiflora,Myrtaceae,Myrceugenia,1,1889,,TODO,
Myrceugenia cucullata,Myrtaceae,Myrceugenia,1,1890,,TODO,
Leucocroton subpeltatus,Euphorbiaceae,Leucocroton,1,1891,,TODO,
Myrcia amplexicaulis,Myrtaceae,Myrcia,1,1892,,TODO,
Myrcia anceps,Myrtaceae,Myrcia,1,1893,,TODO,
Myrcia aethusa,Myrtaceae,Myrcia,1,1894,,TODO,
Myrcia anomala,Myrtaceae,Myrcia,1,1895,,TODO,
Myrceugenia euosma,Myrtaceae,Myrceugenia,1,1896,,TODO,
Myrcia camapuanensis,Myrtaceae,Myrcia,1,1897,,TODO,
Lippia marrubiifolia,Verbenaceae,Lippia,1,1898,,TODO,
Myrcia billardiana,Myrtaceae,Myrcia,1,1899,,TODO,
Myrcia bicolor,Myrtaceae,Myrcia,1,1900,,TODO,
Myrcia curassavica,Myrtaceae,Myrcia,1,1901,,TODO,
Manettia secundiflora,Rubiaceae,Manettia,1,1902,,TODO,
Myrcia bipennis,Myrtaceae,Myrcia,1,1903,,TODO,
Myrcia cymosa,Myrtaceae,Myrcia,1,1904,,TODO,
Myrcia filibracteata,Myrtaceae,Myrcia,1,1905,,TODO,
Myrcia guavira,Myrtaceae,Myrcia,1,1906,,TODO,
Myrcia coumete,Myrtaceae,Myrcia,1,1907,,TODO,
Myrcia cuprea,Myrtaceae,Myrcia,1,1908,,TODO,
Myrcia inaequiloba,Myrtaceae,Myrcia,1,1909,,TODO,
Myrcia gilsoniana,Myrtaceae,Myrcia,1,1910,,TODO,
Myrcia albescens,Myrtaceae,Myrcia,1,1911,,TODO,
Myrcia micropetala,Myrtaceae,Myrcia,1,1912,,TODO,
Myrcia graciliflora,Myrtaceae,Myrcia,1,1913,,TODO,
Myrcia bolivarensis,Myrtaceae,Myrcia,1,1914,,TODO,
Myrcia pyrifolia,Myrtaceae,Myrcia,1,1915,,TODO,
Myrcia quitarensis,Myrtaceae,Myrcia,1,1916,,TODO,
Myrcia albidotomentosa,Myrtaceae,Myrcia,1,1917,,TODO,
Myrcia selloi,Myrtaceae,Myrcia,1,1918,,TODO,
Myrcia calcicola,Myrtaceae,Myrcia,1,1919,,TODO,
Myrcia calycampa,Myrtaceae,Myrcia,1,1920,,TODO,
Ixora floribunda,Rubiaceae,Ixora,1,1921,,TODO,
Myrcia zetekiana,Myrtaceae,Myrcia,1,1922,,TODO,
Myrceugenia myrcioides,Myrtaceae,Myrceugenia,1,1923,,TODO,
Myrcianthes coquimbensis,Myrtaceae,Myrcianthes,1,1924,,TODO,
Myrcianthes discolor,Myrtaceae,Myrcianthes,1,1925,,TODO,
Myrcianthes ferreyrae,Myrtaceae,Myrcianthes,1,1926,,TODO,
Myrcianthes karsteniana,Myrtaceae,Myrcianthes,1,1927,,TODO,
Myrcianthes mato,Myrtaceae,Myrcianthes,1,1928,,TODO,
Myrcianthes myrsinoides,Myrtaceae,Myrcianthes,1,1929,,TODO,
Myrcianthes orthostemon,Myrtaceae,Myrcianthes,1,1930,,TODO,
Myrcianthes osteomeloides,Myrtaceae,Myrcianthes,1,1931,,TODO,
Myrcianthes pseudomato,Myrtaceae,Myrcianthes,1,1932,,TODO,
Myrciaria floribunda,Myrtaceae,Myrciaria,1,1933,,TODO,
Myrciaria glanduliflora,Myrtaceae,Myrciaria,1,1934,,TODO,
Myrciaria vismiifolia,Myrtaceae,Myrciaria,1,1935,,TODO,
Myrialepis paradoxa,Arecaceae,Myrialepis,1,1936,,TODO,
Aporosa alia,Phyllanthaceae,Aporosa,1,1937,,TODO,
Myrmeconauclea rheophila,Rubiaceae,Myrmeconauclea,1,1938,,TODO,
Myrmecophila brysiana,Orchidaceae,Myrmecophila,1,1939,,TODO,
Myrmecophila exaltata,Orchidaceae,Myrmecophila,1,1940,,TODO,
Myrmecophila galeottiana,Orchidaceae,Myrmecophila,1,1941,,TODO,
Myrmecophila grandiflora,Orchidaceae,Myrmecophila,1,1942,,TODO,
Myrmecophila wendlandii,Orchidaceae,Myrmecophila,1,1943,,TODO,
Myrmephytum naumannii,Rubiaceae,Myrmephytum,1,1944,,TODO,
Myrosmodes chiogena,Orchidaceae,Myrosmodes,1,1945,,TODO,
Lepanthopsis hotteana,Orchidaceae,Lepanthopsis,1,1946,,TODO,
Myrosmodes paludosa,Orchidaceae,Myrosmodes,1,1947,,TODO,
Myrtastrum rufopunctatum,Myrtaceae,Myrtastrum,1,1948,,TODO,
Myrtella bennigseniana,Myrtaceae,Myrtella,1,1949,,TODO,
Myrteola nummularia,Myrtaceae,Myrteola,1,1950,,TODO,
Myrteola phylicoides,Myrtaceae,Myrteola,1,1951,,TODO,
Aporosa chondroneura,Phyllanthaceae,Aporosa,1,1952,,TODO,
Aporosa duthieana,Phyllanthaceae,Aporosa,1,1953,,TODO,
Aporosa lanceolata,Phyllanthaceae,Aporosa,1,1954,,TODO,
Aporosa longicaudata,Phyllanthaceae,Aporosa,1,1955,,TODO,
Mallotus sumatranus,Euphorbiaceae,Mallotus,1,1956,,TODO,
Aporosa macrophylla,Phyllanthaceae,Aporosa,1,1957,,TODO,
Mystacidium capense,Orchidaceae,Mystacidium,1,1958,,TODO,
Aporosa misimana,Phyllanthaceae,Aporosa,1,1959,,TODO,
Aporosa octandra,Phyllanthaceae,Aporosa,1,1960,,TODO,
Nannorrhops ritchieana,Arecaceae,Nannorrhops,1,1961,,TODO,
Mabea biglandulosa,Euphorbiaceae,Mabea,1,1962,,TODO,
Lantana demutata,Verbenaceae,Lantana,1,1963,,TODO,
Nauclea diderrichii,Rubiaceae,Nauclea,1,1964,,TODO,
Nauclea gilletii,Rubiaceae,Nauclea,1,1965,,TODO,
Nauclea officinalis,Rubiaceae,Nauclea,1,1966,胆木,MANUAL,
Nauclea pobeguinii,Rubiaceae,Nauclea,1,1967,,TODO,
Nauclea parva,Rubiaceae,Nauclea,1,1968,,TODO,
Aporosa symplocoides,Phyllanthaceae,Aporosa,1,1969,,TODO,
Neanotis carnosa,Rubiaceae,Neanotis,1,1970,,TODO,
